Query,Results,Title,Type,CreateDate
The Misty Poets and Censorship in China,80,nosmokewithoutfiremrsgarnettandtherussianconnection,article,2010
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,therevolutionwillbefeministoritwontbearevolutionfeministresponsetoinequalityinchile,article,2022
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,socialexclusionneoliberalismandresistancetheroleofsocialworkersinimplementingsocialpoliciesinchile,article,2019
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,statefeminismandwomensmovementstheimpactofchilesservicionacionaldelamujeronwomensactivism,article,2003
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,hardtimesforcitizenshipwomensmovementsinchileandmexico,article,2004
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,rethinkingdevelopmentinlatinamericathesearchforalternativepathsinthetwentyfirstcentury,article,2016
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,introductiontopinktidesrightturnsinlatinamericaspecialissue,article,2012
"Inequality, the Decline of Living Conditions, and the Impact of Economic Policy in Dictatorship-era Chile",7,thestructuralandpoliticalrootsofantineoliberalismtheriseofthenewleftinlatinamerica,article,2011
The Origin of Violence,367503,larepresentacionrigurosadelorigendelaviolenciamachistaenlaprensaescritaunapropuestademediciontheaccuraterepresentationoftheoriginofgenderviolenceinthewrittenpressaproposalforitsmeasurement,article,2016
The Origin of Violence,367503,theoriginsofviolenceinrwanda,article,2021
The Origin of Violence,367503,therelationshipbetweenfamilyoforiginviolencehostilityandintimatepartnerviolenceinmenarrestedfordomesticviolencetestingamediationalmodel,article,2016
The Origin of Violence,367503,acycleofviolenceexaminingfamilyoforiginviolenceattitudesandintimatepartnerviolenceperpetration,article,2015
The Origin of Violence,367503,buildingapeacefulsocietyoriginspreventionandreconciliationaftergenocideandothergroupviolence,article,2013
The Origin of Violence,367503,familyoforiginviolenceandcollegemensreportsofintimatepartnerviolenceperpetrationinadolescenceandyoungadulthoodtheroleofmaladaptiveinterpersonalpatterns,article,2014
The Origin of Violence,367503,theearlybiopsychosocialdevelopmentofboysandtheoriginsofviolenceinmales,article,2019
The Origin of Violence,367503,socialemotionaloriginsofviolenceatheoryofmultiplekilling,article,2011
The Origin of Violence,367503,howoldishumanbrutalityonthestructuraloriginsofviolence,article,2016
The Origin of Violence,367503,ontheoriginsofviolenceandlanguage,article,2013
The Origin of Violence,367503,doesemotionregulationmediatetherelationbetweenfamilyoforiginviolenceandintimatepartnerviolence,article,2021
The Origin of Violence,367503,persecutionperpetuatedthemedievaloriginsofantisemiticviolenceinnazigermany,article,2012
The Origin of Violence,367503,therelationshipbetweenviolenceinthefamilyoforiginanddatingviolenceamongcollegestudents,article,2008
The Origin of Violence,367503,themediatingroleofemotionregulationstrategiesintherelationshipbetweenfamilyoforiginviolenceandintimatepartnerviolence,article,2021
The Origin of Violence,367503,domesticviolencefromtheorigintotheclinicalpicture,article,2021
The Origin of Violence,367503,untiltheendoftheworldgirardschmittandtheoriginsofviolence,article,2015
The Origin of Violence,367503,intimaterelationshipaggressionincollegecouplesfamilyoforiginviolenceegalitarianattitudeattachmentsecurity,article,2013
The Origin of Violence,367503,therelationshipbetweenfamilyoforiginviolencehostilityandintimatepartnerviolenceinmenarrestedfordomesticviolence,article,2016
The Origin of Violence,367503,civicoriginsofprogressivepolicychangecombatingviolenceagainstwomeninglobalperspective19752005corrigendum,article,2015
The Origin of Violence,367503,theroleoffamilyoforiginviolenceinmensmaritalviolenceperpetration,article,2004
The Origin of Violence,367503,whobecomesaterroristpovertyeducationandtheoriginsofpoliticalviolence,article,2011
The Origin of Violence,367503,chineselesbianandgayadultsselfreportedexperiencesofnegativetreatmentandviolencefromfamilyoforiginevidencefromalargerscalestudyinchina,article,2022
The Origin of Violence,367503,originandpreventionofworkplaceviolenceinhealthcareinchinalegalandethicalconsiderations,article,2017
The Origin of Violence,367503,awomansplacereflectionsontheoriginsofviolence,article,2000
The Origin of Violence,367503,theexperiencesinthefamilyoforiginandtheearlymaladaptiveschemasaspredictorsofmaritalviolenceinmenandwomen,article,2018
The Origin of Violence,367503,therelationshipbetweenexposuretoviolenceinthefamilyoforiginduringchildhoodpsychologicaldistressandperpetratingviolenceinintimaterelationshipsamongmaleuniversitystudents,article,2021
The Origin of Violence,367503,repeatingtheerrorsofourparentsfamilyoforiginspouseviolenceandobservedconflictmanagementinengagedcouples,article,2000
The Origin of Violence,367503,thecivicoriginsofprogressivepolicychangecombatingviolenceagainstwomeninglobalperspective19752005,article,2012
The Origin of Violence,367503,asnaturalastheairaroundusontheoriginanddevelopmentoftheconceptofstructuralviolenceinhealthresearch,article,2018
The Origin of Violence,367503,theoriginofviolence,article,1992
The Origin of Violence,367503,gulagscrimeandeliteviolenceoriginsandconsequencesoftherussianmafia,article,2020
The Origin of Violence,367503,theviolenceofimpedimentsfrancisbaconandtheoriginsofexperimentation,article,2008
The Origin of Violence,367503,theoriginsofviolence,article,2004
The Origin of Violence,367503,therelationshipbetweenfamilyoforiginviolenceanddatingviolenceincollegemen,article,2002
The Origin of Violence,367503,genderdifferencesintheimpactoffamilyoforiginviolenceonperpetratorsofdomesticviolence,article,2006
The Origin of Violence,367503,ideologiesofviolencethesocialoriginsofislamistandleftisttransnationalterrorism,article,2006
The Origin of Violence,367503,differentiatingbetweengenerallyandpartneronlyviolentsubgroupslifetimeantisocialbehaviorfamilyoforiginviolenceandimpulsivity,article,2007
The Origin of Violence,367503,towardtheoriginofviolenceandsociety,article,2008
The Origin of Violence,367503,familyoforiginviolenceandmcmiiipsychopathologyamongpartnerassaultivemen,article,1993
The Origin of Violence,367503,brokenlinksattackorbreakdownnotesontheoriginsofviolence,article,2000
The Origin of Violence,367503,theassociationsamongfamilyoforiginviolenceandyoungadultscurrentdepressedhopelesssuicidalandlifethreateningbehavior,article,1998
The Origin of Violence,367503,markdoylefightinglikethedevilforthesakeofgodprotestantscatholicsandtheoriginsofviolenceinvictorianbelfastmanchestermanchesteruniversitypress2009pp3046000cloth1899paper,article,2010
The Origin of Violence,367503,lineagesofislamicextremisminegyptikhwanalmuslimunstateviolenceandtheoriginsofradicalpolitics,article,2018
The Origin of Violence,367503,riskandresiliencyfactorsthatmediatetheeffectoffamilyoforiginviolenceonadultintimatepartnervictimizationandperpetration,article,2012
The Origin of Violence,367503,fightinglikethedevilforthesakeofgodprotestantscatholicsandtheoriginsofviolenceinvictorianbelfastbymarkdoyleppxiv296illusmanchestermanchesteruniversitypress200960hardback1899paperback,article,2010
The Origin of Violence,367503,premaritalviolencetheimpactoffamilyoforiginviolencestressandreciprocity,article,1990
The Origin of Violence,367503,neutrosophicanalysisoftheoriginofdomesticviolence,article,2021
The Origin of Violence,367503,socializationinthefamilyoforiginandmaledatingviolenceaprospectivestudy,article,1998
The Origin of Violence,367503,naturalbornkillersthegeneticoriginsofextremeviolence,article,2009
The Origin of Violence,367503,miraclesmartyrdomandviolencehistoricaloriginsofthepatronsaintsoftraumaandorthopaedicsurgery,article,2022
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,impactofplacentalplasmodiumfalciparummalariaonpregnancyandperinataloutcomeinsubsaharanafricaiieffectsofplacentalmalariaonperinataloutcomemalariaandhiv,article,2007
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,effectofcotrimoxazoleprophylaxisonmalariaoccurrenceinhivinfectedpatientsonantiretroviraltherapyinsubsaharanafrica,article,2015
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,hivmalariacoinfectioneffectsofmalariaontheprevalenceofhivineastsubsaharanafrica,article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,hivmalariacoinfectioneffectsofmalariaontheprevalenceofhivineastsubsaharanafrica,article,2011
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,combatinghivaidsinsubsaharanafricaeffectofintroducingamasterymotivationalclimateinacommunitybasedprogramme,article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,effectofinvestmentinmalariacontrolonchildmortalityinsubsaharanafricain20022008,article,2011
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,districteffectappraisalineastsubsaharanafricacombatingchildhoodanaemia,article,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,authorsresponsetohivmalariacoinfectioneffectsofmalariaontheprevalenceofhivineastsubsaharanafrica,article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,combatinghivaidsinsubsaharanafricaeffectofintroducingamasterymotivationalclimateinacommunitybasedprogrammespecialissueonmultiplegoalsinlearningcontexts,article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,combatinghivaidsinsubsaharanafricaeffectofintroducingamasterymotivationalclimateinacommunitybasedprogrammecombatinghivaidsinsubsaharanafrica,article,2012
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,effectofsupportivesupervisiononperformanceofmalariarapiddiagnostictestsinsubsaharanafrica,article,2019
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,effectoftransmissionintensityonhotspotsandmicroepidemiologyofmalariainsubsaharanafrica,article,2017
Effects of Combating Malaria with DDT in Sub-Saharan Africa in the mid 1900s,21,effectsofhydroxyureatreatmentonmalariainfectionsinsubsaharanafrica,article,2019
